Code du département;Libellé du département;Libellé de la section électorale;Code de la commune;Libellé de la commune;Code du b.vote;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs;% Blancs/Ins;% Blancs/Vot;Nuls;% Nuls/Ins;% Nuls/Vot;Exprimés;% Exp/Ins;% Exp/Vot;N°Liste;Nuance Liste;Libellé Abrégé Liste;Libellé Etendu Liste;Nom Tête de Liste;Voix;% Voix/Ins;% Voix/Exp;Code Officiel EPCI;Nom Officiel EPCI;Code Officiel Région;Nom Officiel Région;Localisation
44;Loire-Atlantique;Loire-Atlantique;44132;Pornichet;6;1342;902;67,21;440;32,79;32;2.38;7.27;0;0.0;0.0;408;30.4;92.73;4;LUC;REGION TOUS LES PROGRES;LA REGION DE TOUS LES PROGRES;DE RUGY François;82;6.11;20.1;244400644;CA de la Région Nazairienne et de l'Estuaire (CARENE);52;Pays de la Loire;47.25229,-2.31352
44;Loire-Atlantique;Loire-Atlantique;44134;Pouillé-les-Côteaux;1;736;512;69,57;224;30,43;15;2.04;6.7;6;0.82;2.68;203;27.58;90.63;6;LDSV;DEBOUT LES PDL;Debout les Pays de la loire-liste d'union;BAYLE DE JESSÉ Cécile;1;0.14;0.49;244400552;CC du Pays d'Ancenis;52;Pays de la Loire;47.456658,-1.165141
44;Loire-Atlantique;Loire-Atlantique;44135;Le Pouliguen;1;1137;772;67,9;365;32,1;13;1.14;3.56;2;0.18;0.55;350;30.78;95.89;7;LUG;PRINTEMPS DES PDL;Printemps des Pays de la Loire;GAROT Guillaume;24;2.11;6.86;244400610;CA de la Presqu'île de Guérande Atlantique (Cap Atlantique);52;Pays de la Loire;47.278427,-2.432968
44;Loire-Atlantique;Loire-Atlantique;44135;Le Pouliguen;4;1196;735;61,45;461;38,55;4;0.33;0.87;3;0.25;0.65;454;37.96;98.48;2;LEXG;LUTTE OUVRIERE;LUTTE OUVRIERE - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS;LE BELLER Eddy;4;0.33;0.88;244400610;CA de la Presqu'île de Guérande Atlantique (Cap Atlantique);52;Pays de la Loire;47.278427,-2.432968
44;Loire-Atlantique;Loire-Atlantique;44135;Le Pouliguen;4;1196;735;61,45;461;38,55;4;0.33;0.87;3;0.25;0.65;454;37.96;98.48;5;LUCD;UNION DE LA DROITE ET DU;UNION DE LA DROITE ET DU CENTRE;MORANÇAIS Christelle;206;17.22;45.37;244400610;CA de la Presqu'île de Guérande Atlantique (Cap Atlantique);52;Pays de la Loire;47.278427,-2.432968
44;Loire-Atlantique;Loire-Atlantique;44138;Puceul;1;736;511;69,43;225;30,57;5;0.68;2.22;1;0.14;0.44;219;29.76;97.33;8;LRN;POUR UNE REGION QUI VOUS;POUR UNE REGION QUI VOUS PROTEGE-Liste soutenue par le Rassemblement National;JUVIN Hervé;18;2.45;8.22;244400537;CC de Nozay;52;Pays de la Loire;47.521439,-1.619123
44;Loire-Atlantique;Loire-Atlantique;44139;Quilly;1;903;629;69,66;274;30,34;10;1.11;3.65;8;0.89;2.92;256;28.35;93.43;7;LUG;PRINTEMPS DES PDL;Printemps des Pays de la Loire;GAROT Guillaume;43;4.76;16.8;200072734;CC Estuaire et Sillon;52;Pays de la Loire;47.460181,-1.951402
44;Loire-Atlantique;Loire-Atlantique;44142;Remouillé;1;1331;930;69,87;401;30,13;12;0.9;2.99;8;0.6;2.0;381;28.63;95.01;8;LRN;POUR UNE REGION QUI VOUS;POUR UNE REGION QUI VOUS PROTEGE-Liste soutenue par le Rassemblement National;JUVIN Hervé;47;3.53;12.34;200067635;CA Clisson Sèvre et Maine Agglo;52;Pays de la Loire;
44;Loire-Atlantique;Loire-Atlantique;44143;Rezé;4;880;637;72,39;243;27,61;11;1.25;4.53;2;0.23;0.82;230;26.14;94.65;2;LEXG;LUTTE OUVRIERE;LUTTE OUVRIERE - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS;LE BELLER Eddy;14;1.59;6.09;244400404;Nantes Métropole;52;Pays de la Loire;47.186546,-1.557874
44;Loire-Atlantique;Loire-Atlantique;44143;Rezé;6;775;678;87,48;97;12,52;1;0.13;1.03;0;0.0;0.0;96;12.39;98.97;1;LUGE;L'ECOLOGIE ENSEMBLE, SOLI;L'ECOLOGIE ENSEMBLE, SOLIDAIRE ET CITOYENNE;ORPHELIN Matthieu;24;3.1;25.0;244400404;Nantes Métropole;52;Pays de la Loire;47.186546,-1.557874
44;Loire-Atlantique;Loire-Atlantique;44143;Rezé;6;775;678;87,48;97;12,52;1;0.13;1.03;0;0.0;0.0;96;12.39;98.97;6;LDSV;DEBOUT LES PDL;Debout les Pays de la loire-liste d'union;BAYLE DE JESSÉ Cécile;1;0.13;1.04;244400404;Nantes Métropole;52;Pays de la Loire;47.186546,-1.557874
44;Loire-Atlantique;Loire-Atlantique;44143;Rezé;13;1089;763;70,06;326;29,94;8;0.73;2.45;3;0.28;0.92;315;28.93;96.63;2;LEXG;LUTTE OUVRIERE;LUTTE OUVRIERE - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS;LE BELLER Eddy;14;1.29;4.44;244400404;Nantes Métropole;52;Pays de la Loire;47.184562,-1.547684
44;Loire-Atlantique;Loire-Atlantique;44143;Rezé;15;928;642;69,18;286;30,82;3;0.32;1.05;1;0.11;0.35;282;30.39;98.6;6;LDSV;DEBOUT LES PDL;Debout les Pays de la loire-liste d'union;BAYLE DE JESSÉ Cécile;3;0.32;1.06;244400404;Nantes Métropole;52;Pays de la Loire;47.186774,-1.538146
44;Loire-Atlantique;Loire-Atlantique;44143;Rezé;15;928;642;69,18;286;30,82;3;0.32;1.05;1;0.11;0.35;282;30.39;98.6;7;LUG;PRINTEMPS DES PDL;Printemps des Pays de la Loire;GAROT Guillaume;71;7.65;25.18;244400404;Nantes Métropole;52;Pays de la Loire;47.186774,-1.538146
46;Lot;Lot;46130;Grézels;1;186;100;53,76;86;46,24;3;1.61;3.49;0;0.0;0.0;83;44.62;96.51;7;LUGE;OCCITNIE COMMUN AC DELGA;L'Occitanie en Commun avec Carole DELGA;DELGA Carole;12;6.45;14.46;244600433;CC de la Vallée du Lot et du Vignoble;76;Occitanie;44.479107,1.167929
46;Lot;Lot;46135;Labastide-du-Haut-Mont;1;51;25;49,02;26;50,98;1;1.96;3.85;0;0.0;0.0;25;49.02;96.15;5;LUC;NVEL ÉLAN PR L'OCCITANIE;Nouvel Élan pour l'Occitanie;TERRAIL-NOVÈS Vincent;0;0.0;0.0;200067361;CC Grand-Figeac;76;Occitanie;44.829,2.111
46;Lot;Lot;46138;Coeur de Causse;2;60;24;40;36;60;0;0.0;0.0;0;0.0;0.0;36;60.0;100.0;5;LUC;NVEL ÉLAN PR L'OCCITANIE;Nouvel Élan pour l'Occitanie;TERRAIL-NOVÈS Vincent;5;8.33;13.89;244600573;CC du Causse de Labastide-Murat;76;Occitanie;
46;Lot;Lot;46139;Labathude;1;183;74;40,44;109;59,56;5;2.73;4.59;5;2.73;4.59;99;54.1;90.83;4;LUD;DU COURAGE PR L'OCCITANIE;Du courage pour l'Occitanie!;PRADIÉ Aurélien;18;9.84;18.18;200067361;CC Grand-Figeac;76;Occitanie;
46;Lot;Lot;46139;Labathude;1;183;74;40,44;109;59,56;5;2.73;4.59;5;2.73;4.59;99;54.1;90.83;5;LUC;NVEL ÉLAN PR L'OCCITANIE;Nouvel Élan pour l'Occitanie;TERRAIL-NOVÈS Vincent;5;2.73;5.05;200067361;CC Grand-Figeac;76;Occitanie;
46;Lot;Lot;46139;Labathude;1;183;74;40,44;109;59,56;5;2.73;4.59;5;2.73;4.59;99;54.1;90.83;7;LUGE;OCCITNIE COMMUN AC DELGA;L'Occitanie en Commun avec Carole DELGA;DELGA Carole;50;27.32;50.51;200067361;CC Grand-Figeac;76;Occitanie;
46;Lot;Lot;46140;Laburgade;1;275;129;46,91;146;53,09;5;1.82;3.42;4;1.45;2.74;137;49.82;93.84;4;LUD;DU COURAGE PR L'OCCITANIE;Du courage pour l'Occitanie!;PRADIÉ Aurélien;43;15.64;31.39;244600532;CC du Pays de Lalbenque-Limogne;76;Occitanie;44.386001,1.539881
46;Lot;Lot;46145;Lachapelle-Auzac;2;206;115;55,83;91;44,17;1;0.49;1.1;1;0.49;1.1;89;43.2;97.8;2;LFI;OCCITANIE POP;Occitanie populaire;MARTIN Myriam;1;0.49;1.12;200066371;CC Causses et Vallée de la Dordogne;76;Occitanie;44.930611,1.49205
46;Lot;Lot;46151;Lamothe-Cassel;1;101;49;48,51;52;51,49;0;0.0;0.0;0;0.0;0.0;52;51.49;100.0;2;LFI;OCCITANIE POP;Occitanie populaire;MARTIN Myriam;1;0.99;1.92;244600482;CC Quercy - Bouriane;76;Occitanie;44.6123,1.506111
46;Lot;Lot;46154;Laramière;1;266;143;53,76;123;46,24;2;0.75;1.63;5;1.88;4.07;116;43.61;94.31;6;LECO;L'OCCITANIE NATURELLMNT;L'Occitanie Naturellement;MAURICE Antoine;15;5.64;12.93;200069383;CC Ouest Aveyron Communauté;76;Occitanie;
46;Lot;Lot;46156;Bellefont-La Rauze;1;345;202;58,55;143;41,45;3;0.87;2.1;2;0.58;1.4;138;40.0;96.5;2;LFI;OCCITANIE POP;Occitanie populaire;MARTIN Myriam;3;0.87;2.17;200023737;CA du Grand Cahors;76;Occitanie;
46;Lot;Lot;46156;Bellefont-La Rauze;1;345;202;58,55;143;41,45;3;0.87;2.1;2;0.58;1.4;138;40.0;96.5;6;LECO;L'OCCITANIE NATURELLMNT;L'Occitanie Naturellement;MAURICE Antoine;9;2.61;6.52;200023737;CA du Grand Cahors;76;Occitanie;
46;Lot;Lot;46156;Bellefont-La Rauze;1;345;202;58,55;143;41,45;3;0.87;2.1;2;0.58;1.4;138;40.0;96.5;7;LUGE;OCCITNIE COMMUN AC DELGA;L'Occitanie en Commun avec Carole DELGA;DELGA Carole;42;12.17;30.43;200023737;CA du Grand Cahors;76;Occitanie;
46;Lot;Lot;46156;Bellefont-La Rauze;3;357;201;56,3;156;43,7;10;2.8;6.41;0;0.0;0.0;146;40.9;93.59;5;LUC;NVEL ÉLAN PR L'OCCITANIE;Nouvel Élan pour l'Occitanie;TERRAIL-NOVÈS Vincent;9;2.52;6.16;200023737;CA du Grand Cahors;76;Occitanie;
46;Lot;Lot;46161;Lauresses;1;247;146;59,11;101;40,89;3;1.21;2.97;3;1.21;2.97;95;38.46;94.06;9;LDIV;UNION ESSENTIELLE;Union Essentielle;LE BOURSICAUD Anthony;0;0.0;0.0;200067361;CC Grand-Figeac;76;Occitanie;44.756353,2.122396
46;Lot;Lot;46162;Lauzès;1;174;65;37,36;109;62,64;4;2.3;3.67;0;0.0;0.0;105;60.34;96.33;9;LDIV;UNION ESSENTIELLE;Union Essentielle;LE BOURSICAUD Anthony;0;0.0;0.0;244600573;CC du Causse de Labastide-Murat;76;Occitanie;44.55231,1.58138
46;Lot;Lot;46167;Lentillac-du-Causse;1;91;25;27,47;66;72,53;1;1.1;1.52;1;1.1;1.52;64;70.33;96.97;5;LUC;NVEL ÉLAN PR L'OCCITANIE;Nouvel Élan pour l'Occitanie;TERRAIL-NOVÈS Vincent;3;3.3;4.69;244600573;CC du Causse de Labastide-Murat;76;Occitanie;44.55587,1.63819
38;Isère;Isère;38391;Saint-Guillaume;1;181;64;35,36;117;64,64;1;0.55;0.85;0;0.0;0.0;116;64.09;99.15;2;LECO;L'ÉCOLOGIE, C'EST POSSIBL;L'écologie, c'est possible! Avec Fabienne GREBERT;GREBERT Fabienne;13;7.18;11.21;200030658;CC du Trièves;84;Auvergne-Rhône-Alpes;44.953306,5.592726
38;Isère;Isère;38393;Saint-Hilaire-de-la-Côte;1;1205;780;64,73;425;35,27;8;0.66;1.88;7;0.58;1.65;410;34.02;96.47;3;LEXG;LUTTE OUVRIÈRE - FAIRE EN;Lutte ouvrière - Faire entendre le camp des travailleurs;GOMEZ Chantal;8;0.66;1.95;200059392;CC Bièvre Isère;84;Auvergne-Rhône-Alpes;45.39072,5.324535
38;Isère;Isère;38394;Saint-Hilaire-du-Rosier;1;629;402;63,91;227;36,09;2;0.32;0.88;1;0.16;0.44;224;35.61;98.68;9;LRN;LISTE RASSEMBLEMENT NATIO;Liste Rassemblement national avec Andréa Kotarac;KOTARAC Andréa;35;5.56;15.63;200070431;CC Saint-Marcellin Vercors Isère Communauté;84;Auvergne-Rhône-Alpes;45.096039,5.246597
38;Isère;Isère;38394;Saint-Hilaire-du-Rosier;2;994;693;69,72;301;30,28;8;0.8;2.66;2;0.2;0.66;291;29.28;96.68;3;LEXG;LUTTE OUVRIÈRE - FAIRE EN;Lutte ouvrière - Faire entendre le camp des travailleurs;GOMEZ Chantal;5;0.5;1.72;200070431;CC Saint-Marcellin Vercors Isère Communauté;84;Auvergne-Rhône-Alpes;
38;Isère;Isère;38394;Saint-Hilaire-du-Rosier;2;994;693;69,72;301;30,28;8;0.8;2.66;2;0.2;0.66;291;29.28;96.68;9;LRN;LISTE RASSEMBLEMENT NATIO;Liste Rassemblement national avec Andréa Kotarac;KOTARAC Andréa;75;7.55;25.77;200070431;CC Saint-Marcellin Vercors Isère Communauté;84;Auvergne-Rhône-Alpes;
38;Isère;Isère;38395;Plateau des Petites Roches;2;521;298;57,2;223;42,8;5;0.96;2.24;1;0.19;0.45;217;41.65;97.31;3;LEXG;LUTTE OUVRIÈRE - FAIRE EN;Lutte ouvrière - Faire entendre le camp des travailleurs;GOMEZ Chantal;3;0.58;1.38;200018166;CC Le Grésivaudan;84;Auvergne-Rhône-Alpes;45.329865,5.903315
38;Isère;Isère;38395;Plateau des Petites Roches;2;521;298;57,2;223;42,8;5;0.96;2.24;1;0.19;0.45;217;41.65;97.31;5;LUG;L'ALTERNATIVE EN AUVERGNE;L'alternative en Auvergne Rhône-Alpes avec Najat Vallaud-Belkacem;VALLAUD-BELKACEM Najat;36;6.91;16.59;200018166;CC Le Grésivaudan;84;Auvergne-Rhône-Alpes;45.329865,5.903315
38;Isère;Isère;38397;Saint-Ismier;2;804;474;58,96;330;41,04;3;0.37;0.91;0;0.0;0.0;327;40.67;99.09;5;LUG;L'ALTERNATIVE EN AUVERGNE;L'alternative en Auvergne Rhône-Alpes avec Najat Vallaud-Belkacem;VALLAUD-BELKACEM Najat;43;5.35;13.15;200018166;CC Le Grésivaudan;84;Auvergne-Rhône-Alpes;45.241968,5.822818
38;Isère;Isère;38397;Saint-Ismier;3;868;553;63,71;315;36,29;0;0.0;0.0;0;0.0;0.0;315;36.29;100.0;6;LUD;LAURENT WAUQUIEZ - LA RÉG;Laurent Wauquiez - La Région avec toutes ses forces;WAUQUIEZ Laurent;143;16.47;45.4;200018166;CC Le Grésivaudan;84;Auvergne-Rhône-Alpes;45.241968,5.822818
38;Isère;Isère;38397;Saint-Ismier;7;979;670;68,44;309;31,56;3;0.31;0.97;3;0.31;0.97;303;30.95;98.06;9;LRN;LISTE RASSEMBLEMENT NATIO;Liste Rassemblement national avec Andréa Kotarac;KOTARAC Andréa;21;2.15;6.93;200018166;CC Le Grésivaudan;84;Auvergne-Rhône-Alpes;45.241968,5.822818
38;Isère;Isère;38400;Saint-Jean-de-Moirans;1;859;625;72,76;234;27,24;2;0.23;0.85;1;0.12;0.43;231;26.89;98.72;5;LUG;L'ALTERNATIVE EN AUVERGNE;L'alternative en Auvergne Rhône-Alpes avec Najat Vallaud-Belkacem;VALLAUD-BELKACEM Najat;47;5.47;20.35;243800984;CA du Pays Voironnais;84;Auvergne-Rhône-Alpes;45.341566,5.584745
38;Isère;Isère;38403;Saint-Jean-d'Hérans;1;305;157;51,48;148;48,52;4;1.31;2.7;2;0.66;1.35;142;46.56;95.95;2;LECO;L'ÉCOLOGIE, C'EST POSSIBL;L'écologie, c'est possible! Avec Fabienne GREBERT;GREBERT Fabienne;22;7.21;15.49;200030658;CC du Trièves;84;Auvergne-Rhône-Alpes;44.853357,5.761489
38;Isère;Isère;38407;La Sure en Chartreuse;1;506;324;64,03;182;35,97;5;0.99;2.75;1;0.2;0.55;176;34.78;96.7;9;LRN;LISTE RASSEMBLEMENT NATIO;Liste Rassemblement national avec Andréa Kotarac;KOTARAC Andréa;17;3.36;9.66;243800984;CA du Pays Voironnais;84;Auvergne-Rhône-Alpes;45.336646,5.657414
38;Isère;Isère;38407;La Sure en Chartreuse;2;366;211;57,65;155;42,35;4;1.09;2.58;0;0.0;0.0;151;41.26;97.42;4;LUC;AURALP, LA MAJORITÉ PRÉSI;AURALP, La majorité présidentielle avec Bruno BONNELL;BONNELL Bruno;20;5.46;13.25;243800984;CA du Pays Voironnais;84;Auvergne-Rhône-Alpes;45.349853,5.662086
;Martinique;Martinique - Section du Nord;;Schoelcher;20;769;510;66,32;259;33,68;4;0.52;1.54;6;0.78;2.32;249;32.38;96.14;6;LUDI;MATINIK DOUBOUT !;MATINIK DOUBOUT !;PETIT Philippe;2;0.26;0.8;;;;;
;Martinique;Martinique - Section du Nord;;Schoelcher;20;769;510;66,32;259;33,68;4;0.52;1.54;6;0.78;2.32;249;32.38;96.14;7;LDVC;DECLIC;DECLIC;JOCK Philippe;19;2.47;7.63;;;;;
;Martinique;Martinique - Section du Nord;;Schoelcher;20;769;510;66,32;259;33,68;4;0.52;1.54;6;0.78;2.32;249;32.38;96.14;8;LDVC;TOUS POUR LA MARTINIQUE;TOUS POUR LA MARTINIQUE;MONPLAISIR Ralph Donald Yves;8;1.04;3.21;;;;;
;Martinique;Martinique - Section du Centre;;La Trinité;2;655;441;67,33;214;32,67;3;0.46;1.4;3;0.46;1.4;208;31.76;97.2;13;LDVC;LA MARTINIQUE ENSEMBLE;LA MARTINIQUE ENSEMBLE;CONCONNE Catherine;11;1.68;5.29;;;;;
;Martinique;Martinique - Section du Centre;;La Trinité;2;655;441;67,33;214;32,67;3;0.46;1.4;3;0.46;1.4;208;31.76;97.2;14;LEXG;COMBAT OUVRIER;COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS;JEAN-MARIE Gabriel;0;0.0;0.0;;;;;
;Martinique;Martinique - Section du Centre;;La Trinité;6;852;588;69,01;264;30,99;5;0.59;1.89;7;0.82;2.65;252;29.58;95.45;5;LDVG;NOU KA FE YONN;NOU KA FE YONN;BELLAY Béatrice;9;1.06;3.57;;;;;
;Martinique;Martinique - Section du Centre;;La Trinité;6;852;588;69,01;264;30,99;5;0.59;1.89;7;0.82;2.65;252;29.58;95.45;13;LDVC;LA MARTINIQUE ENSEMBLE;LA MARTINIQUE ENSEMBLE;CONCONNE Catherine;22;2.58;8.73;;;;;
;Martinique;Martinique - Section du Centre;;La Trinité;10;632;422;66,77;210;33,23;4;0.63;1.9;2;0.32;0.95;204;32.28;97.14;1;LDVG;ALIANS MATINIK;ALIANS MATINIK;LETCHIMY Serge;84;13.29;41.18;;;;;
;Martinique;Martinique - Section du Centre;;La Trinité;10;632;422;66,77;210;33,23;4;0.63;1.9;2;0.32;0.95;204;32.28;97.14;8;LDVC;TOUS POUR LA MARTINIQUE;TOUS POUR LA MARTINIQUE;MONPLAISIR Ralph Donald Yves;5;0.79;2.45;;;;;
;Martinique;Martinique - Section du Centre;;La Trinité;11;811;539;66,46;272;33,54;4;0.49;1.47;4;0.49;1.47;264;32.55;97.06;6;LUDI;MATINIK DOUBOUT !;MATINIK DOUBOUT !;PETIT Philippe;1;0.12;0.38;;;;;
;Martinique;Martinique - Section du Centre;;La Trinité;12;727;476;65,47;251;34,53;10;1.38;3.98;10;1.38;3.98;231;31.77;92.03;8;LDVC;TOUS POUR LA MARTINIQUE;TOUS POUR LA MARTINIQUE;MONPLAISIR Ralph Donald Yves;1;0.14;0.43;;;;;
;Martinique;Martinique - Section du Sud;;Les Trois-Ilets;4;1395;1027;73,62;368;26,38;6;0.43;1.63;3;0.22;0.82;359;25.73;97.55;9;LREG;GRAN SANBLE POU MATINIK;GRAN SANBLE POU MATINIK;MARIE-JEANNE Alfred;65;4.66;18.11;;;;;
;Martinique;Martinique - Section du Sud;;Les Trois-Ilets;5;1036;737;71,14;299;28,86;3;0.29;1.0;3;0.29;1.0;293;28.28;97.99;2;LEXG;RESPE;RESPE;SELLAYE Marcel;1;0.1;0.34;;;;;
;Martinique;Martinique - Section du Sud;;Le Vauclin;2;874;629;71,97;245;28,03;3;0.34;1.22;4;0.46;1.63;238;27.23;97.14;4;LMDM;RENAISSANCE MARTINIQUE;RENAISSANCE MARTINIQUE;ORVILLE Max;1;0.11;0.42;;;;;
;Martinique;Martinique - Section du Sud;;Le Vauclin;2;874;629;71,97;245;28,03;3;0.34;1.22;4;0.46;1.63;238;27.23;97.14;8;LDVC;TOUS POUR LA MARTINIQUE;TOUS POUR LA MARTINIQUE;MONPLAISIR Ralph Donald Yves;2;0.23;0.84;;;;;
;Martinique;Martinique - Section du Sud;;Le Vauclin;5;1114;780;70,02;334;29,98;2;0.18;0.6;6;0.54;1.8;326;29.26;97.6;4;LMDM;RENAISSANCE MARTINIQUE;RENAISSANCE MARTINIQUE;ORVILLE Max;9;0.81;2.76;;;;;
;Martinique;Martinique - Section du Sud;;Le Vauclin;5;1114;780;70,02;334;29,98;2;0.18;0.6;6;0.54;1.8;326;29.26;97.6;5;LDVG;NOU KA FE YONN;NOU KA FE YONN;BELLAY Béatrice;6;0.54;1.84;;;;;
;Martinique;Martinique - Section du Nord;;Le Morne-Vert;1;1664;992;59,62;672;40,38;9;0.54;1.34;10;0.6;1.49;653;39.24;97.17;14;LEXG;COMBAT OUVRIER;COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS;JEAN-MARIE Gabriel;5;0.3;0.77;;;;;
;Martinique;Martinique - Section du Nord;;Bellefontaine;1;708;336;47,46;372;52,54;2;0.28;0.54;7;0.99;1.88;363;51.27;97.58;3;LREG;ANSANM POU PEYI NOU;ANSANM POU PEYI NOU;NILOR Jean-Philippe;38;5.37;10.47;;;;;
;Martinique;Martinique - Section du Nord;;Bellefontaine;2;328;136;41,46;192;58,54;5;1.52;2.6;5;1.52;2.6;182;55.49;94.79;9;LREG;GRAN SANBLE POU MATINIK;GRAN SANBLE POU MATINIK;MARIE-JEANNE Alfred;12;3.66;6.59;;;;;
;Guyane;Guyane - Section de l'Oyapock;;Régina;1;489;212;43,35;277;56,65;7;1.43;2.53;4;0.82;1.44;266;54.4;96.03;1;LUGE;LA LISTE GUYANE;LA LISTE GUYANE;FEREIRA Jean Paul;48;9.82;18.05;;;;;
;Guyane;Guyane - Section de Cayenne;;Cayenne;5;986;607;61,56;379;38,44;3;0.3;0.79;5;0.51;1.32;371;37.63;97.89;4;LREG;UNIS ET ENGAGÉS POUR NOTR;Unis et engagés pour notre territoire;ALEXANDRE Rodolphe;105;10.65;28.3;;;;;
;Guyane;Guyane - Section de Cayenne;;Cayenne;23;1144;819;71,59;325;28,41;5;0.44;1.54;10;0.87;3.08;310;27.1;95.38;3;LDIV;CHANGER D'AIR;CHANGER D'AIR;AMERICAIN Jessi;10;0.87;3.23;;;;;
;Guyane;Guyane - Section de Cayenne;;Cayenne;27;455;325;71,43;130;28,57;2;0.44;1.54;3;0.66;2.31;125;27.47;96.15;1;LUGE;LA LISTE GUYANE;LA LISTE GUYANE;FEREIRA Jean Paul;33;7.25;26.4;;;;;
;Guyane;Guyane - Section de Cayenne;;Cayenne;28;675;459;68;216;32;1;0.15;0.46;2;0.3;0.93;213;31.56;98.61;3;LDIV;CHANGER D'AIR;CHANGER D'AIR;AMERICAIN Jessi;5;0.74;2.35;;;;;
;Guyane;Guyane - Section des Savanes;;Kourou;7;1065;754;70,8;311;29,2;6;0.56;1.93;1;0.09;0.32;304;28.54;97.75;1;LUGE;LA LISTE GUYANE;LA LISTE GUYANE;FEREIRA Jean Paul;71;6.67;23.36;;;;;
;Guyane;Guyane - Section des Savanes;;Kourou;12;1024;777;75,88;247;24,12;3;0.29;1.21;5;0.49;2.02;239;23.34;96.76;4;LREG;UNIS ET ENGAGÉS POUR NOTR;Unis et engagés pour notre territoire;ALEXANDRE Rodolphe;91;8.89;38.08;;;;;
;Guyane;Guyane - Section de la grande Couronne;;Macouria;1;806;475;58,93;331;41,07;5;0.62;1.51;8;0.99;2.42;318;39.45;96.07;1;LUGE;LA LISTE GUYANE;LA LISTE GUYANE;FEREIRA Jean Paul;71;8.81;22.33;;;;;
;Guyane;Guyane - Section de la grande Couronne;;Macouria;2;870;564;64,83;306;35,17;7;0.8;2.29;8;0.92;2.61;291;33.45;95.1;2;LDVG;GUYANE KONTRÉ POUR AVANCE;GUYANE KONTRÉ POUR AVANCER;SERVILLE Gabriel;127;14.6;43.64;;;;;
;Guyane;Guyane - Section de la petite Couronne;;Matoury;1;1095;650;59,36;445;40,64;13;1.19;2.92;9;0.82;2.02;423;38.63;95.06;1;LUGE;LA LISTE GUYANE;LA LISTE GUYANE;FEREIRA Jean Paul;118;10.78;27.9;;;;;
;Guyane;Guyane - Section de la petite Couronne;;Remire-Montjoly;12;845;525;62,13;320;37,87;9;1.07;2.81;5;0.59;1.56;306;36.21;95.63;1;LUGE;LA LISTE GUYANE;LA LISTE GUYANE;FEREIRA Jean Paul;91;10.77;29.74;;;;;
;Guyane;Guyane - Section de Saint-Laurent-du-Maroni;;Saint-Laurent-du-Maroni;9;628;465;74,04;163;25,96;1;0.16;0.61;3;0.48;1.84;159;25.32;97.55;4;LREG;UNIS ET ENGAGÉS POUR NOTR;Unis et engagés pour notre territoire;ALEXANDRE Rodolphe;105;16.72;66.04;;;;;
;Guyane;Guyane - Section de la grande Couronne;;Montsinéry-Tonnegrande;1;879;525;59,73;354;40,27;3;0.34;0.85;3;0.34;0.85;348;39.59;98.31;4;LREG;UNIS ET ENGAGÉS POUR NOTR;Unis et engagés pour notre territoire;ALEXANDRE Rodolphe;142;16.15;40.8;;;;;
;Guyane;Guyane - Section du Haut-Maroni;;Maripasoula;1;709;460;64,88;249;35,12;0;0.0;0.0;7;0.99;2.81;242;34.13;97.19;3;LDIV;CHANGER D'AIR;CHANGER D'AIR;AMERICAIN Jessi;32;4.51;13.22;;;;;
;Guyane;Guyane - Section du Haut-Maroni;;Apatou;2;429;288;67,13;141;32,87;1;0.23;0.71;1;0.23;0.71;139;32.4;98.58;1;LUGE;LA LISTE GUYANE;LA LISTE GUYANE;FEREIRA Jean Paul;38;8.86;27.34;;;;;
;Guyane;Guyane - Section du Haut-Maroni;;Papaichton;2;246;121;49,19;125;50,81;0;0.0;0.0;2;0.81;1.6;123;50.0;98.4;2;LDVG;GUYANE KONTRÉ POUR AVANCE;GUYANE KONTRÉ POUR AVANCER;SERVILLE Gabriel;8;3.25;6.5;;;;;
;La Réunion;;;Les Avirons;3;714;410;57,42;304;42,58;5;0.7;1.64;5;0.7;1.64;294;41.18;96.71;6;LRN;RASSEMBLEMENT NATIONAL;RASSEMBLEMENT NATIONAL;RIVIERE Joseph;6;0.84;2.04;;;;;
;La Réunion;;;Les Avirons;8;874;461;52,75;413;47,25;10;1.14;2.42;14;1.6;3.39;389;44.51;94.19;7;LECO;LE PROJET REUNIONNAIS;LE PROJET REUNIONNAIS;CADET Philippe;11;1.26;2.83;;;;;
;La Réunion;;;Les Avirons;10;713;351;49,23;362;50,77;10;1.4;2.76;8;1.12;2.21;344;48.25;95.03;7;LECO;LE PROJET REUNIONNAIS;LE PROJET REUNIONNAIS;CADET Philippe;9;1.26;2.62;;;;;
;La Réunion;;;Bras-Panon;5;490;299;61,02;191;38,98;2;0.41;1.05;3;0.61;1.57;186;37.96;97.38;3;LUG;NOUVEL AVENIR;NOUVEL AVENIR DE LA RÉUNION;BAREIGTS Ericka;26;5.31;13.98;;;;;
